ssid,logs
c1ccccc1.CC(=O)Nc1ccc(O)cc1,-1.91
CCO.CCOc1ccc(NC(C)=O)c(-n2nc3ccccc3n2)c1,-0.76
O.Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,-4.35
c1ccccc1.COc1ccccc1N=Nc1ccc(O)cc1,-1.37
CC(C)=O.CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,-1.86
O.Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.91
CCO.Cc1ccc(C(=O)O)cc1,-0.11
CCO.CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,-0.23
CCO.CCCCCCCCCCCCCCC1CCC(=O)O1,-1.50
CC(C)=O.COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,-2.90
CCO.CCCCN(CCCC)CCOC(=O)c1ccc(/N=N/c2ccc(N)cc2N)cc1,-0.89
O.CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29
CCO.O=[N+]([O-])OC[C@H]1O[C@@H](O[N+](=O)[O-])[C@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])[C@@H]1O[N+](=O)[O-],-1.10
O.Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,-2.44
O.CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.72
CCO.CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,-1.87
O.O=C1CC=NC=N1,0.59
c1ccccc1.O=C1CCCCCCCCCCCCN1,-1.33
CC(C)=O.N#CC(C#N)=NNc1ccccc1,0.39
CC(C)=O.CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],0.24
O.Brc1cccc(Br)c1Br,-5.05
O.CCC1(CC)OC(=O)c2cc([N+](=O)[O-])ccc21,-3.66
CCO.O[C@H]1CCCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@@H]12,-1.11
CCO.O=C(O)C=Cc1ccc([N+](=O)[O-])cc1,-2.30
c1ccccc1.O=C1OC(c2ccc(Br)cc2)C(Br)C1=O,-0.92
O.CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-4.91
c1ccccc1.Nc1ccc(C(=O)O)cc1,-2.35
c1ccccc1.Cc1ccc(O)c(N=Nc2ccccc2)c1,-0.08
O.c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11
O.CCN(CC)c1ccc2c(C)cc(=O)oc2c1,-4.00
CCO.CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccccc1,-1.56
O.CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24
O.Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,-7.16
c1ccccc1.Cc1ccc([N+]([O-])=C(C#N)c2ccccc2)cc1,-0.34
CCO.CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-2.21
c1ccccc1.ClCCN(CCCl)c1ccc2ccccc2c1,0.47
CCO.CC(C)OC(=O)NC(N)=O,-1.25
O.CC(C)COC(N)=O,-0.30
O.CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42
c1ccccc1.O[C@@H](c1ccccc1)[C@@H](O)c1ccccc1,-1.59
CCO.CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,0.16
c1ccccc1.COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,-0.78
CCO.Clc1cc(Cl)c(Cl)nc1Cl,-0.43
CCO.Nc1ccc2c(c1)Cc1cc(Cl)ccc1-2,-1.21
c1ccccc1.C=CC(=O)Nc1cc(F)c(Br)c(F)c1,-2.11
O.CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
c1ccccc1.N#C/C(c1ccccc1)=[N+](\[O-])c1cccc(Cl)c1,-0.77
O.CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.52
O.N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,-3.98
O.CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43
O.CCCCCCCCCCCCCCCC,-8.40
O.c1cc2c3c(ccc4c3c1CCC4)CCC2,-5.96
c1ccccc1.c1cc2c3c(cccc3c1)CC2,0.26
O.CCCCCCCCCCCCCC(=O)O,-5.33
O.CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-4.31
O.CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,-4.58
O.Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-12.79
c1ccccc1.O=C(O)c1cccc(Br)c1,-1.13
CC(C)=O.O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,-1.84
CCO.C=C(C)C1CCC(C)CC1OC(=O)NC(N)=O,-1.96
CCO.O=C(OCC(O)CO)c1ccc(Br)cc1,-0.23
CC(C)=O.c1ccc2c(c1)[nH]c1ccccc12,-0.34
c1ccccc1.CCCCCCCCCC(C(=O)O)C(=O)O,-2.92
O.OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=C/c2ccccc2)c([N+](=O)[O-])c1,-0.80
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(ON=C(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1,-0.87
O.CN(C)C(=O)NC1CCCCCCC1,-2.36
O.Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.39
c1ccccc1.CCCCC(CCC)=NNC(N)=O,0.09
O.CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86
c1ccccc1.O=C(O)CCC(=O)NNC(=O)c1ccccc1,-3.40
CC(C)=O.O=P1(c2cc(O)c3ccccc3c2O)Oc2c(Cc3ccccc3)cccc2-c2ccccc21,-1.05
CCO.CCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCC,-2.44
CCO.O=c1c(-c2ccc(O)c(O)c2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,-3.08
O.Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.93
c1ccccc1.CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-1.42
CC(C)=O.O=C1CC2(CCCC2)C(O)C(=O)N1CCCCN1CCN(c2ncccn2)CC1,-1.26
O.CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,-7.04
O.O=C1OC(C(O)CO)C(O)=C1O,-0.81
O.CC(C)CC(C)C,-4.26
O.CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.72
CCO.CC1CCC(C(C)(C)OC(=O)NC(N)=O)CC1,-2.13
CCO.CCOC(=O)NC(C)(NC(=O)OCC)C(=O)O,0.63
CCO.c1nnc[nH]1,0.50
CCO.O=C(O)Cc1ccccc1,0.67
c1ccccc1.O=S(=O)(Cl)c1cccc2c(S(=O)(=O)Cl)cccc12,-0.84
CC(C)=O.O=P(O)(c1ccccc1)c1ccccc1,-2.04
O.CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,-1.77
c1ccccc1.O=C(O)c1ccc(Cl)cc1Nc1ccccc1,-1.62
c1ccccc1.CCCCCCCCCCCCC(O)CCCCC(=O)O,-1.63
CCO.CCCC(C)(C)OC(=O)NC(N)=O,-0.89
O.N#CCCCl,-0.29
O.CC1CCCCC1C,-4.28
c1ccccc1.O=C1CCCC(O)=C1O,-1.03
O.O=C(OCC(=O)N1CCCC1)c1ccccc1,-1.57
c1ccccc1.Cc1ccc(N=C(Nc2ccc(C)cc2)n2c(Nc3ccc(C)cc3)nc3cc(C)ccc32)cc1,-1.72
CCO.NC(=O)NC(=O)OCCCc1ccccc1,-2.15
CCO.O=P(O)(Oc1ccccc1Cl)Oc1ccccc1Cl,0.36
CCO.CCCCC(=O)NNC(=O)CCCC,-0.55
CCO.CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,0.19
c1ccccc1.O=C(O)c1ccccc1[N+](=O)[O-],-1.78
O.CC(C)C(C)(C)C,-4.36
O.COc1c2occc2cc2ccc(=O)oc12,-3.58
c1ccccc1.CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.47
c1ccccc1.OC(C#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-3.81
CCO.COc1cc(-c2cc(-c3ccc(O)cc3)[nH]c(=O)c2C#N)ccc1O,-1.89
CCO.C[C@@H](O)[C@H](N)C(=O)O,-2.23
O.c1ccc2c(c1)c1ccccc1c1ccccc21,-6.74
c1ccccc1.O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-3.23
c1ccccc1.Cc1cccc(C)c1C(=O)O,-0.29
CCO.O=C(O)c1ccccc1Cl,0.05
CCO.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.39
CC(C)=O.Nc1ccc(Cl)cc1Nc1ccccc1,-0.11
CC(C)=O.c1ccc(C2OCC(C3OC(c4ccccc4)OC3C3COC(c4ccccc4)O3)O2)cc1,-2.17
CCO.C1=CC2=Nc3[nH]c(c4ccccc34)N=C3C=CC=C(C3)N=c3[nH]c(c4ccccc34)=NC(=C1)C2,0.16
c1ccccc1.Cc1ccc(N=Nc2ccc(O)cc2)cc1,-0.91
O.CCCCOP(=O)(OCCCC)OCCCC,-2.85
c1ccccc1.O=C1CCCCCCCCCN1,-1.08
O.NC(=O)NCc1ccccc1,-0.95
CCO.NC(=O)c1ccccc1O,-0.29
CC(C)=O.CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-0.70
O.Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.08
CCO.Nc1ccc([N+](=O)[O-])cc1,-0.47
O.CCCCCc1ccccc1,-4.64
CCO.C1=CC2=Nc3[nH]c(c4ccccc34)N=c3[nH]c(c4ccccc34)=Nc3[nH]c(c4ccccc34)NC(=C1)C2,-0.42
O.CCC(O)CC,-0.24
c1ccccc1.CCCCCCC(C(=O)O)C(=O)O,-1.85
CC(C)=O.Nc1c(Cl)cccc1Nc1ccccc1,0.20
CCO.CC(C)[C@H](N)C(=O)O,-3.60
CC(C)=O.c1ccc(/N=N/c2ccccc2)cc1,0.29
CCO.CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,-3.09
c1ccccc1.Oc1ccc(N=Nc2ccccc2)c(O)c1,-1.51
CCO.CO/N=C(\C(=O)O)c1csc(N)n1,-2.67
CCO.C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc1ccccc1,0.38
c1ccccc1.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-2.71
CCO.CCN(CC)CCOC(=O)c1ccc(NC(=O)/C=C\C(=O)O)cc1,-3.32
CC(C)=O.NC(=O)c1ccccc1O,0.24
O.NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.69
CC(C)=O.OCC1OC(c2ccccc2)OC2COC(c3ccccc3)OC12,-1.71
O.CC1(N)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-5.62
O.O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82
O.COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-4.18
O.COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,-4.47
c1ccccc1.O=[N+]([O-])c1cccc2ccccc12,-0.32
CCO.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-],-0.95
c1ccccc1.Cc1ccc(Nc2nc3cc(C)ccc3[nH]2)cc1,-2.43
CCO.CCCCCCCCCCCCCCCCCCCCCCCC,-2.45
CCO.Cc1cc(C#N)c(Nc2ccc([N+](=O)[O-])cc2C)s1,-1.73
c1ccccc1.Cc1cccc(C(=O)O)n1,-1.10
CCO.C=C(C)C1CC(/N=N/c2ccccc2)=C(C)/C(=N\Nc2ccccc2)C1,-1.51
O.CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.40
O.CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-4.47
c1ccccc1.O=[N+]([O-])C([N+](=O)[O-])=S1CCCC1,-3.40
O.CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.02
CCO.NC(=O)n1c2c(c3ccccc31)CCCC2,-1.23
O.C(=C/c1ccccc1)\c1ccccc1,-5.79
CCO.OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,-1.22
O.c1ccc(C2CO2)cc1,-1.60
O.O=C(OCC(=O)N1CCCCCC1)c1ccccc1,-2.54
O.CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-5.47
c1ccccc1.CCCCC(CCCC)(CCCC)C(=O)NO,-1.12
O.Cc1cccc(N)c1,-0.85
CCO.COc1c(Br)cc(Br)cc1Br,-1.52
c1ccccc1.CCc1c(O)cc(C)cc1O,-1.21
O.CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.51
CC(C)=O.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,-0.64
CCO.CC(=O)Nc1ccc(C(=O)O)cc1,-0.77
O.CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16
CC(C)=O.CCCCCCCCCCCCCCCCCC(=O)OCCCCOP(=O)(O)OCCN,-2.96
CCO.CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,0.32
CC(C)=O.Nc1ccc(CC(=O)O)cc1,-1.32
O.CC(=O)N(C)c1ccccc1,-0.95
O.O=C1Nc2ccccc2C(=O)N2CCCC12,-3.75
CCO.O[C@@H]1Cc2cc3c(cc2[C@@H]2NCc4c(ccc5c4OCO5)[C@H]12)OCO3,-1.82
CC(C)=O.CCCCCCCCC(O)CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.76
c1ccccc1.Oc1ccc(N=Nc2cccc(Cl)c2)cc1,-0.62
CC(C)=O.CC[C@H](C)[C@@H](NC(C)=O)C(=O)O,-0.47
c1ccccc1.COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc(O)c(CCC(C)C)c3O[C@@H]1CO2,-2.00
O.CCOCC,-0.09
CCO.C1CN2CCN1CC2,-0.80
CC(C)=O.[N-]=[N+]=NC(=O)c1cccc([N+](=O)[O-])c1,0.13
CC(C)=O.CNC(=O)/C(=N/OC)c1ccccc1COc1cc(C)ccc1C,-0.68
CC(C)=O.CC1(C)C[C@H]2C[C@@H]1CC2(C)CC1(Cl)C[C@H]2C[C@@H]1CC2(C)C,-0.97
c1ccccc1.Cc1ccc([N+](=O)[O-])cc1,0.91
O.CCN1c2ncccc2C(=O)N(C)c2cccnc21,-2.62
O.CC(=O)OC(C)C,-0.55
O.Clc1ccc2c(c1)Oc1ccccc1O2,-5.87
CCO.Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-3.40
O.CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.70
